v1 v2 v3 v4 v5 
-0.81226 0.15618 -0.14277 -0.16984 -0.18358 
-0.69335 -0.12607 -0.020964 0.21163 -0.36542 
-0.54472 -0.083625 -0.35521 0.1065 0.037483 
-0.48527 0.083532 0.006794 -0.12469 -0.30505 
-0.30691 0.46059 0.058955 -0.012739 -0.8647 
-0.24745 0.28628 0.41611 0.2647 -1.3114 
-0.09882 0.17972 0.073544 -0.30227 -0.31239 
0.3768 -0.20551 0.20851 0.45114 -0.74396 
0.46598 0.12773 0.4709 -0.127 -0.83643 
0.55516 0.10669 0.38611 0.47077 -1.2804 
0.58489 0.17377 -0.20708 -0.026073 -0.2684 
0.61462 0.063309 -0.12305 -0.19761 -0.079698 
0.64434 -0.20266 -0.24916 0.085065 0.072814 
-1.7861 -0.17118 0.2357 0.048869 -0.42764 
-1.7266 0.22624 -0.19117 0.008153 -0.36496 
-1.6969 0.27416 0.037679 0.31248 -0.93848 
-1.6672 -0.13938 0.37052 -0.15985 -0.40892 
-1.6375 -0.092127 -0.6088 0.18462 0.24752 
-1.6077 -0.26435 -0.2703 0.31522 -0.045494 
-1.5483 0.23398 0.1147 0.31194 -0.976 
-1.4888 0.14378 0.2745 0.35263 -1.0854 
-1.4591 -0.11368 -0.039262 -0.27253 0.097976 
-1.3996 -0.2709 0.28774 -0.096162 -0.24144 
-1.3105 -0.17687 -0.43127 -0.16557 0.47679 
-1.2213 -0.18187 0.11973 0.1676 -0.40497 
-1.1916 -0.09838 0.25834 -0.1441 -0.34955 
-1.1321 -0.072613 -0.38865 -0.19372 0.34739 
-1.0429 0.27772 -0.40424 0.14433 -0.32282 
-1.0132 -0.034711 -0.12673 -0.34677 0.17465 
-0.89429 -0.016495 -0.0039574 0.19637 -0.4779 
-0.6862 -0.34276 -0.19044 0.074741 0.17753 
-0.59702 0.030418 0.32002 0.18596 -0.85774 
-0.44839 -0.14922 0.29049 0.10668 -0.56212 
-0.38894 -0.053936 -0.15453 0.15184 -0.23888 
0.35422 -0.11003 -0.46154 -0.045556 0.32597 
0.47313 0.4065 0.0218 -0.12192 -0.65911 
0.53258 0.13806 0.060247 -0.26356 -0.28239 
0.59204 -0.20703 -0.3257 0.19715 0.061298 
0.62176 -0.046025 0.088601 -0.18775 -0.18676 
0.65149 0.23233 0.15622 -0.064121 -0.66848 
0.68122 -0.10076 -0.181 -0.14587 0.11519 
0.71094 -0.021178 0.27413 -0.26299 -0.33779 
-1.7789 0.28471 -0.22624 -0.09163 -0.28999 
-1.7492 -0.18287 -0.39688 0.0047169 0.29666 
-1.7195 -0.32993 0.18395 -0.27806 0.10679 
-1.6898 -0.18391 0.27616 0.11635 -0.51149 
-1.66 -0.38611 0.38961 -0.14277 -0.17472 
-1.6303 0.18916 0.048948 -0.070061 -0.4969 
-1.6006 -0.1187 -0.065356 -0.2947 0.15896 
-1.5411 -0.13974 0.33512 0.030689 -0.5407 
-1.5114 -0.10847 -0.17965 -0.25491 0.23094 
-1.3925 0.16235 0.4887 -0.074183 -0.92556 
-1.3628 0.2119 -0.25151 -0.0052004 -0.26635 
-1.333 -0.29024 -0.24975 -0.019578 0.27918 
-1.3033 -0.12626 0.033337 -0.11337 -0.10487 
-1.2736 0.14158 -0.15191 -0.16703 -0.14568 
-1.2141 0.0085367 0.13952 -0.21268 -0.26731 
-1.1547 -0.054772 -0.012885 0.21814 -0.44035 
-1.0655 -0.054081 0.26508 0.31144 -0.81913 
-0.58988 -0.33501 -0.19596 0.21358 0.053829 
-0.47097 -0.25179 -0.028653 0.090958 -0.096169 
-0.44125 -0.040212 -0.10811 0.27366 -0.40757 
0.45055 0.25144 0.17115 -0.48282 -0.30787 
0.56946 -0.2891 -0.084065 -0.073583 0.15442 
0.62891 0.37054 0.23443 -0.04506 -0.90745 
0.65864 0.11296 0.11864 0.12469 -0.6698 
0.68836 -0.043636 -0.18088 0.058648 -0.12794 
0.71809 0.0058496 -0.004669 -0.59792 0.24452 
0.74782 0.20441 0.34936 -0.14643 -0.75711 
0.77754 -0.58716 0.11992 0.0056533 0.18396 
-1.8015 0.054024 -0.035688 -0.22947 -0.1087 
-1.6826 -0.044936 -0.054823 -0.1207 -0.084426 
-1.6529 -0.57699 -0.10292 -0.11933 0.53053 
-1.5637 0.076102 0.20858 0.29466 -0.87505 
-1.4745 -0.38253 -0.10923 0.20255 0.031398 
-1.4151 -0.085038 0.13799 -0.14385 -0.22241 
-1.3853 -0.42337 -0.089783 0.18328 0.072345 
-1.2664 0.36256 0.25478 0.0639 -1.0138 
-1.207 -0.36328 0.56015 -0.25344 -0.26728 
-1.0286 0.19295 -0.10364 -0.17661 -0.2343 
-0.96918 0.37984 -0.079244 -0.10614 -0.52408 
-0.58273 -0.49443 -0.25378 0.39319 0.12487 
-0.49355 0.12785 0.074449 -0.06382 -0.45652 
0.63606 -0.19169 0.50644 0.065188 -0.6894 
0.69551 -0.037566 0.23687 0.13619 -0.63665 
0.72524 -0.18031 -0.23496 0.21312 -0.061668 
0.75496 -0.12897 0.052977 0.098027 -0.31122 
0.78469 -0.1777 0.020411 0.59897 -0.69052 
-1.7052 -0.11363 0.0798 -0.30178 0.02339 
-1.6457 0.046382 0.034132 -0.029516 -0.35178 
-1.616 0.55593 -0.058587 -0.14896 -0.68551 
-1.5566 0.07298 0.13389 0.0045815 -0.51631 
-1.4674 -0.01716 0.093672 0.10077 -0.46763 
-1.289 0.27896 -0.095375 -0.6261 0.090763 
-1.0512 -0.2324 -0.33377 0.31273 0.012508 
-0.8134 -0.10497 0.11943 -0.17888 -0.14152 
-0.66477 0.07149 0.19759 0.24909 -0.8086 
0.61348 0.20868 0.19342 -0.078898 -0.64549 
0.70266 -0.0020471 -0.15533 0.19308 -0.3084 
0.73238 0.079094 -0.068261 0.011041 -0.31689 
0.79183 -0.16063 0.17307 0.13996 -0.43468 
0.82156 0.29954 -0.028131 0.24063 -0.80663 
0.85129 0.1458 -0.34113 -0.14151 0.039919 
0.88101 0.307 -0.045502 0.20472 -0.76301 
-1.6683 0.13484 -0.056661 -0.25919 -0.12964 
-1.5791 -0.15391 -0.26591 0.058607 0.10163 
-1.49 -0.45108 -0.44257 0.20836 0.46375 
-1.4602 -0.30603 -0.052989 0.078202 0.021988 
-1.4008 -0.14008 -0.31705 0.40668 -0.18276 
-1.3711 0.18223 -0.15978 -0.35462 0.016698 
-1.3413 0.1687 0.1903 -0.32791 -0.36073 
-1.2819 0.026138 -0.021083 -0.13588 -0.16587 
-1.1332 0.13726 -0.14256 0.2122 -0.47998 
-1.1035 0.15978 0.35772 0.16444 -0.98404 
-0.56844 -0.02246 -0.1002 -0.16706 -0.0022846 
0.44226 0.20826 -0.11951 -0.6342 0.20647 
0.5909 0.11121 -0.015468 -0.45256 0.031913 
0.73953 0.18118 0.28992 0.2029 -0.97144 
0.76925 -0.0072662 -0.019791 -0.020949 -0.23845 
0.79898 0.026591 -0.3898 -0.13905 0.22314 
0.82871 0.21375 -0.17571 0.62752 -0.91232 
0.85843 0.3048 0.0063494 -0.32475 -0.31556 
0.88816 0.12686 0.4768 0.051962 -0.96939 
-1.6909 -0.018529 -0.32876 -0.50973 0.55911 
-1.572 0.34168 -0.27042 0.057763 -0.41219 
-1.4828 -0.3237 -0.2116 -0.42042 0.67787 
-1.4234 0.28857 0.48702 0.32792 -1.4007 
-0.65047 -0.16989 0.47274 0.24615 -0.82222 
0.7764 0.25378 -0.17806 0.29387 -0.63483 
0.80613 -0.034892 -0.066458 -0.0098228 -0.16277 
0.83585 0.049608 -0.12086 -0.048822 -0.15938 
0.86558 0.63049 -0.16469 -0.11022 -0.67415 
0.89531 0.11259 -0.22275 0.29045 -0.43465 
-1.2973 -0.14467 -0.1235 0.020981 -0.007132 
0.75382 0.25638 0.25742 0.24627 -1.0422 
0.843 -0.066984 0.13688 -0.22229 -0.13676 
0.87273 0.28884 0.03106 0.31441 -0.90272 
-1.3199 -0.24147 -0.078764 -0.2825 0.33849 
-1.1713 0.16543 0.35474 -0.0032602 -0.80804 
-1.0821 -0.26813 -0.062522 0.013383 0.074993 
0.82042 0.24279 -0.31396 -0.20124 -0.0054157 
0.85015 0.025346 -0.050352 -0.21863 -0.034368 
0.87987 0.0025255 0.27609 0.17234 -0.71545 
0.9096 -0.036009 0.1454 -0.22482 -0.16858 
0.93933 0.048329 0.21378 0.13102 -0.66046 
0.96905 -0.0026648 -0.2602 0.092903 -0.073946 
-1.4911 -0.35349 -0.035591 0.027334 0.13229 
-1.4614 -0.61475 0.32228 0.26066 -0.18174 
-1.4317 -0.11955 -0.013944 -0.2891 0.15471 
-1.4019 -0.11002  0.27 0.0067021 -0.42784 
-1.3127 -0.23752 -0.1384 0.3356 -0.16958 
-1.283 0.17866 0.26971 0.1858 -0.90087 
0.79784 -0.048888 -0.20759 -0.11658 0.12233 
0.85729 0.0079282 -0.39282 0.076153 0.077087 
0.91675 -0.35517 0.20691 0.068599 -0.15847 
0.94647 -0.41487 -0.16308 -0.20702 0.54887 
0.9762 -0.34308 0.054524 -0.085972 0.13198 
-1.5137 0.32313 0.35424 -0.029579 -0.93537 
-1.484 -0.089329 0.035312 -0.10836 -0.089229 
-1.2164 -0.30495 0.29976 0.15668 -0.38332 
-1.1867 0.080942 0.29951 -0.22206 -0.44167 
0.86444 0.1564 0.029673 -0.18925 -0.26951 
0.89417 -0.46827 0.47036 -0.1311 -0.12119 
0.92389 -0.21769 0.044547 -0.37925 0.2892 
0.95362 0.21792 0.0053272 -0.21154 -0.28871 
0.98335 0.26438 0.052431 -0.26431 -0.33848 
-1.566 0.078615 -0.17242 -0.057195 -0.089877 
-1.2093 0.40683 0.040625 0.13105 -0.8371 
-1.1795 -0.096793 0.21692 -0.04223 -0.3254 
0.54459 -0.20408 -0.16915 0.086198 0.07414 
0.87159 0.10669 0.26902 0.24668 -0.86474 
0.90131 0.070564 0.3459 -0.594 -0.12611 
0.93104 -0.37712 -0.12346 -0.16594 0.44445 
0.96077 0.013525 0.18871 -0.11725 -0.34346 
1.0202 -0.0094765 0.051354 0.086173 -0.36394 
1.0499 0.34033 0.086332 0.48637 -1.1443 
-1.5588 -0.18245 -0.27277 0.22298 0.040441 
-1.3805 0.099621 -0.13403 -0.37448 0.14993 
-1.3508 0.11903 -0.08502 -0.038307 -0.23432 
-1.321 0.17114 0.10797 -0.33215 -0.21914 
-1.1724 -0.41739 0.21989 -0.20605 0.1723 
-1.1427 0.055202 0.27137 -0.19138 -0.39788 
0.87873 -0.030553 0.18589 -0.15359 -0.25217 
0.93818 -0.1563 0.25034 0.16302 -0.48007 
0.96791 0.074873 -0.28359 0.42124 -0.40601 
0.99764 -0.037075 0.31572 -0.093644 -0.43702 
1.0274 -0.074418 0.41566 0.034698 -0.62128 
1.0571 0.01198 -0.20261 -0.14194 0.099048 
1.0868 0.26543 0.18489 -0.056228 -0.65631 
-1.5814 0.028946 -0.10969 0.25031 -0.37301 
-1.4328 0.2284 0.086623 -0.20287 -0.37002 
-1.4031 -0.30322 -0.037633 -0.066226 0.19869 
-1.2544 -0.36403 -0.068919 0.29549 -0.039806 
-1.1355 -0.10829 -0.027125 -0.048505 -0.036085 
0.43998 -0.19284 0.25067 -0.2224 -0.075874 
0.46971 -0.17237 -0.10523 0.05614 0.016749 
0.49943 0.21605 -0.26274 -0.14321 -0.046039 
0.52916 -0.13651 0.0993 -0.21825 0.019045 
0.55889 0.24919 0.045832 -0.068922 -0.47377 
0.58861 0.086374 0.27289 0.068156 -0.66597 
0.97506 -0.10143 -0.75895 -0.05654 0.73127 
1.0642 0.06273 -0.26877 -0.3446 0.31037 
-1.5743 0.39521 0.3026 0.4671 -1.3884 
-1.4554 0.10978 0.18903 0.11108 -0.63511 
-1.4256 0.26348 -0.012931 0.17284 -0.64421 
-1.0987 0.05138 0.034042 0.031083 -0.33623 
0.38767 0.13153 -0.0445 0.054406 -0.36079 
0.4174 -0.031497 0.0032173 0.026799 -0.2118 
0.44713 -0.013808 -0.25905 0.1889 -0.10623 
0.47685 -0.069586 0.055337 -0.011927 -0.18996 
0.50658 0.10343 -0.0516 -0.15414 -0.12976 
0.53631 0.26878 -0.16722 -0.41066 0.053848 
0.56603 0.22894 -0.15135 0.037646 -0.3368 
0.59576 0.31108 0.19627 -0.025767 -0.72968 
0.62549 0.11455 0.098562 0.11497 -0.54896 
0.65521 0.15901 0.034181 0.11107 -0.52513 
0.95248 0.35242 0.063037 0.044763 -0.69947 
0.9822 -0.17899 0.55497 -0.079005 -0.53509 
1.0119 0.14572 0.27498 -0.23575 -0.4413 
1.0417 -0.23322 0.33968 0.056602 -0.37768 
1.0714 -0.12157 0.23469 0.02258 -0.35475 
1.1011 0.12724 0.28409 -0.052985 -0.60096 
-1.5671 0.11622 0.2951 -0.0050269 -0.63762 
-1.4482 -0.24616 -0.24895 -0.42345 0.70673 
-1.2104 -0.093595 0.10982 0.0065569 -0.23101 
-1.0915 -0.012706 0.44417 -0.30894 -0.37451 
0.39482 -0.24056 0.30004 -0.0095505 -0.25917 
0.45427 -0.19304 -0.11013 -0.095292 0.19993 
0.51373 0.040351 0.12557 -0.25152 -0.15026 
0.60291 -0.051822 0.11791 -0.089405 -0.19479 
0.63263 0.35593 0.23943 0.46726 -1.2728 
0.66236 0.56676 0.11703 -0.044683 -0.89324 
0.95962 -0.2074 0.08577 0.42273 -0.4713 
1.1083 -0.092946 -0.5712 -0.11699 0.59698 
-1.56 0.41873 -0.27603 -0.085352 -0.27828 
-1.2033 0.27819 -0.13573 -0.043649 -0.31464 
-1.0844 -0.058879 0.15629 0.045665 -0.34526 
0.37224 0.11403 -0.23798 0.14839 -0.21123 
0.40197 0.41055 0.011721 0.24451 -0.87762 
0.46142 0.17338 0.13003 0.41354 -0.90641 
0.58032 -0.11604 0.4374 0.13015 -0.65763 
0.6695 0.23865 0.033698 0.25611 -0.72861 
0.69923 -0.25796 0.12248 -0.013727 -0.042944 
0.96677 -0.38796 0.036518 0.13892 0.043646 
1.0262 -0.13601 -0.10681 -0.35215 0.38207 
1.0857 0.023825 -0.014736 0.013494 -0.22404 
1.1154 0.15713 0.12141 -0.038773 -0.45999 
1.1451 -0.10363 0.48719 0.13684 -0.72925 
1.1749 0.25584 -0.35584 0.099766 -0.19332 
